Ngày,Cá nhân trong nước,,,,,,Cá nhân nước ngoài,,,,,,Tổ chức trong nước,,,,,,Tổ chức nước ngoài,,,,,,Cá nhân trong nước (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức trong nước (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân trong nước (Ròng),,,,Cá nhân nước ngoài (Ròng),,,,Tổ chức trong nước (Ròng),,,,Tổ chức nước ngoài (Ròng),,,
,Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND)
09-01-2025,272908398,6243661020.088,250905401,5730635491.015,22002997,513025529.073,717685,21436572.0,367872,13795608.05,349813,7640963.95,19978539,601215059.8,27977995,673980950.679,-7999456,-72765890.879,19719072,636108957.9,34072426,1084009560.039,-14353354,-447900602.139,233538083,5526053156.058,214920364,5070428273.113,39370315,717607864.03,35985037,660207217.9,717685,21436572.0,337872,11155608.05,0,0.0,30000,2640000.0,19878539,597183659.8,24322727,610389063.549,100000,4031400.0,3655268,63591887.13,13349572,460814776.5,27902916,913515219.639,6369500,175294181.4,6169510,170494340.4,18617719,455624882.945,3385278,57400646.13,379813,10280963.95,-30000,-2640000.0,-4444188,-13205403.749,-3555268,-59560487.13,-14553344,-452700443.139,199990,4799841.0
08-01-2025,303998534,7116531451.798,334438691,7633010285.266,-30440157,-516478833.468,439615,14350368.1,784479,21736167.9,-344864,-7385799.8,74468108,1995993113.4,41556448,1034847629.018,32911660,961145484.382,34512315,1060948453.4,36638954,1498229304.498,-2126639,-437280851.098,273091053,6607852469.581,271256348,6330201581.747,30907481,508678982.219,63182343,1302808703.52,414615,13637868.1,734479,19436167.9,25000,712500.0,50000,2300000.0,32448108,971826113.4,32006350,813215480.318,42020000,1024167000.0,9550098,221632148.7,29239650,888638908.4,31196249,1319102129.498,5272665,172309545.0,5442705,179127175.0,1834705,277650887.834,-32274862,-794129721.301,-319864,-5798299.8,-25000,-1587500.0,441758,158610633.082,32469902,802534851.3,-1956599,-430463221.098,-170040,-6817630.0
07-01-2025,432050180,10240675984.459,421826464,10232800439.995,10223716,7875544.464,621400,21977088.2,924817,30174541.22,-303417,-8197453.02,48085698,1512268253.72,51666719,1428161186.879,-3581021,84107066.841,35132526,1385512466.819,41471804,1469297625.097,-6339278,-83785158.278,394557890,9352610946.938,379848011,9153621539.704,37492290,888065037.518,41978453,1079178900.29,621400,21977088.2,924817,30174541.22,0,0.0,0,0.0,36838198,1135935253.72,44905382,1242942049.649,11247500,376333000.0,6761337,185219137.23,29876526,1215827536.22,36215804,1299612694.497,5256000,169684930.6,5256000,169684930.6,14709879,198989407.234,-4486163,-191113862.772,-303417,-8197453.02,0,0.0,-8067184,-107006795.929,4486163,191113862.77,-6339278,-83785158.277,0,0.0
06-01-2025,430366341,10645230529.555,446317841,11351184706.823,-15951500,-705954177.268,1232732,25342881.919,658308,21806920.09,574424,3535961.829,54834476,1750084848.198,41430869,1157262017.06,13403607,592822831.138,32826911,1252412030.299,30853442,1142816645.999,1973469,109595384.3,402708217,9734322386.375,408304435,10210835451.053,27658124,910908143.179,38013406,1140349255.769,1232732,25342881.919,658308,21806920.09,0,0.0,0,0.0,37888738,1276525820.658,35804318,923090827.51,16945738,473559027.54,5626551,234171189.55,27393311,1106636818.499,24455937,987094708.799,5433600,145775211.8,6397505,155721937.2,-5596218,-476513064.678,-10355282,-229441112.59,574424,3535961.829,0,0.0,2084420,353434993.148,11319187,239387837.99,2937374,119542109.7,-963905,-9946725.4
03-01-2025,453745597,11532358466.056,405641747,9976984025.045,48103850,1555374441.011,1136057,31393567.35,432076,17384574.6,703981,14008992.75,33438578,999706566.1,55943468,1819623088.48,-22504890,-819916522.38,30492388,1159483962.168,56795329,1908950873.54,-26302941,-749466911.372,417286907,10331310061.817,390385333,9496296847.966,36458690,1201048404.239,15256414,480687177.08,1136057,31393567.35,432076,17384574.6,0,0.0,0,0.0,25744578,781531086.1,28181192,907791461.32,7694000,218175480.0,27762276,911831627.16,18843288,851622314.768,44012229,1574384146.14,11649100,307861647.4,12783100,334566727.4,26901574,835013213.851,21202276,720361227.159,703981,14008992.75,0,0.0,-2436614,-126260375.22,-20068276,-693656147.16,-25168941,-722761831.372,-1134000,-26705080.0
02-01-2025,313828136,8493527551.447,287250530,7244849910.309,26577606,1248677641.138,1370286,34195347.79,723208,16345689.22,647078,17849658.57,38125040,1122214943.799,63771244,2274207579.939,-25646204,-1151992636.14,31416340,1069673826.294,32994820,1184208489.853,-1578480,-114534663.559,279108322,7132350760.147,260797118,6462740075.909,34719814,1361176791.3,26453412,782109834.4,1370286,34195347.79,723208,16345689.22,0,0.0,0,0.0,19435094,636509985.999,36814896,1209435665.239,18689946,485704957.8,26956348,1064771914.7,28344968,968930371.4,29923448,1083465034.959,3071372,100743454.894,3071372,100743454.894,18311204,669610684.238,8266402,579066956.9,647078,17849658.57,0,0.0,-17379802,-572925679.24,-8266402,-579066956.9,-1578480,-114534663.559,0,0.0
31-12-2024,359603761,8855994683.514,335773423,8563399520.086,23830338,292595163.428,719077,28978523.99,942121,25128831.9,-223044,3849692.09,60946399,1758945914.63,71016185,1750808801.8,-10069786,8137112.83,19942067,881487533.35,33479575,1186069501.7,-13537508,-304581968.35,304804804,7450838569.361,305040455,7504209580.535,54798957,1405156114.15,30732968,1059189939.55,689077,28258523.99,912121,24408831.9,30000,720000.0,30000,720000.0,45871199,1356980689.63,31488996,986662552.2,15075200,401965225.0,39527189,764146249.6,16481667,699671975.35,30405175,1020468793.7,3460400,181815558.0,3074400,165600708.0,-235651,-53371011.174,24065989,345966174.6,-223044,3849692.09,0,0.0,14382203,370318137.43,-24451989,-362181024.6,-13923508,-320796818.35,386000,16214850.0
30-12-2024,393491166,8711124855.384,400507879,9010302495.424,-7016713,-299177640.04,968013,27696434.7,568293,17125850.0,399720,10570584.7,52681000,1394995424.359,54727727,1456444947.168,-2046727,-61449522.809,44941450,1440591944.65,36277730,1090535366.5,8663720,350056578.15,347366062,7711611491.645,350010684,7916809931.764,46125104,999513363.74,50497195,1093492563.66,968013,27696434.7,568293,17125850.0,0,0.0,0,0.0,33145764,1026256778.599,38494587,1162693076.078,19535236,368738645.76,16233140,293751871.09,35886050,1223696479.65,28292325,892632326.75,9055400,216895465.0,7985405,197903039.75,-2644622,-205198440.119,-4372091,-93979199.92,399720,10570584.7,0,0.0,-5348823,-136436297.479,3302096,74986774.67,7593725,331064152.9,1069995,18992425.25
27-12-2024,497897782,12258000789.545,540071009,14014111421.007,-42173227,-1756110631.462,1003461,29575412.85,1248503,39942486.25,-245042,-10367073.4,78229679,2753262440.437,57129943,1614994850.479,21099736,1138267589.958,55274611,1796223788.25,33956078,1168013673.348,21318533,628210114.902,464529748,10782245580.285,491456680,11676186489.579,33368034,1475755209.259,48614329,2337924931.43,941406,29154679.95,1209503,38148486.25,62055,420732.9,39000,1794000.0,40916179,1282456107.937,34227688,976749451.5,37313500,1470806332.5,22902255,638245398.979,45724211,1548626937.05,25217673,951398877.898,9550400,247596851.2,8738405,216614795.45,-26926932,-893940909.294,-15246295,-862169722.171,-268097,-8993806.3,23055,-1373267.1,6688491,305706656.437,14411245,832560933.521,20506538,597228059.152,811995,30982055.75
26-12-2024,432652917,10414764146.586,457168049,10319072595.926,-24515132,95691550.66,962644,28019491.749,776600,22453268.85,186044,5566222.899,73398721,1955131585.969,46203566,1686069606.417,27195155,269061979.552,39522384,1274559891.788,42388451,1644879644.899,-2866067,-370319753.111,386699520,8636610566.726,396185971,8583438616.127,45953397,1778153579.857,60982078,1735633979.799,962644,28019491.749,776600,22453268.85,0,0.0,0,0.0,38930988,1112780317.469,26934514,803216467.858,34467733,842351268.5,19269052,882853138.56,26796784,823403193.988,29492851,1191705217.099,12725600,451156697.8,12895600,453174427.8,-9486451,53171950.599,-15028681,42519600.058,186044,5566222.899,0,0.0,11996474,309563849.611,15198681,-40501870.06,-2696067,-368302023.111,-170000,-2017730.0
25-12-2024,610813732,14574738671.547,663404878,16195165661.728,-52591146,-1620426990.181,1708627,49166698.45,907829,26447459.15,800798,22719239.3,90189453,2700626037.768,54932103,1328819930.668,35257350,1371806107.1,50366411,1478133085.95,33833413,1252231442.169,16532998,225901643.781,560819176,13373887748.995,605559087,14490376385.874,49994556,1200850922.547,57845791,1704789275.849,1708627,49166698.45,884829,24630459.15,0,0.0,23000,1817000.0,62410709,1858208698.568,31437358,860738421.718,27778744,842417339.2,23494745,468081508.95,42024170,1189339780.65,29081408,1094857659.919,8342241,288793305.3,4752005,157373782.25,-44739911,-1116488636.879,-7851235,-503938353.302,823798,24536239.3,-23000,-1817000.0,30973351,997470276.85,4283999,374335830.25,12942762,94482120.731,3590236,131419523.05
24-12-2024,532563086,12712301471.885,525051024,12234955876.176,7512062,477345595.709,602507,19198032.15,905350,27186185.35,-302843,-7988153.2,46447809,1536853402.369,55627797,2059002464.48,-9179988,-522149062.111,45368913,1698822721.05,43398144,1646031101.447,1970769,52791619.603,449025256,10222209432.634,451811304,10427816780.475,83537830,2490092039.249,73239720,1807139095.7,602507,19198032.15,905350,27186185.35,0,0.0,0,0.0,21212173,678167033.169,21294066,541231371.48,25235636,858686369.2,34333731,1517771093.0,31724913,1138477233.05,28554129,1061817393.698,13644000,560345488.0,14844015,584213707.75,-2786048,-205607347.841,10298110,682952943.549,-302843,-7988153.2,0,0.0,-81893,136935661.689,-9098095,-659084723.8,3170784,76659839.352,-1200015,-23868219.75
23-12-2024,401204922,10125777141.993,399004887,9916941104.371,2200035,208836037.622,1541357,45786835.049,764613,30685748.5,776744,15101086.549,33066126,915664246.08,31483564,844676577.546,1582562,70987668.534,38137339,1210218550.6,42696680,1505143343.3,-4559341,-294924792.7,311064190,7682157403.214,315852794,7713838333.538,90140732,2443619738.778,83152093,2203102770.829,1541357,45786835.049,764613,30685748.5,0,0.0,0,0.0,22285426,679842211.08,16699925,479326166.098,10780700,235822035.0,14783639,365350411.45,29005239,936720726.5,30578880,1120656927.7,9132100,273497824.099,12117800,384486415.6,-4788604,-31680930.324,6988639,240516967.949,776744,15101086.549,0,0.0,5585501,200516044.982,-4002939,-129528376.45,-1573641,-183936201.2,-2985700,-110988591.501
20-12-2024,435462999,9778632873.137,382501080,8943358047.931,52961919,835274825.206,599900,17343702.66,792800,25778355.55,-192900,-8434652.89,41597095,1314193501.82,85922945,2179500458.47,-44325850,-865306956.65,72301093,2417273233.698,80744262,2378806449.358,-8443169,38466784.34,348969450,7942891495.003,330013821,7692486116.698,86493549,1835741378.13,52487259,1250871931.229,539900,15465702.66,792800,25778355.55,60000,1878000.0,0,0.0,15683095,478523101.82,22234193,669867006.62,25914000,835670400.0,63688752,1509633451.85,62912393,2102237750.098,75064024,2150986570.709,9388700,315035483.6,5680238,227819878.65,18955629,250405378.305,34006290,584869446.901,-252900,-10312652.89,60000,1878000.0,-6551098,-191343904.8,-37774752,-673963051.85,-12151631,-48748820.611,3708462,87215604.95
19-12-2024,667910049,15166146056.396,596744517,13393781224.893,71165532,1772364831.503,906369,25356257.66,2557154,70701358.55,-1650785,-45345100.89,41171513,1207311985.698,87321907,2500072291.56,-46150394,-1292760305.862,35555148,1392732315.65,58919501,1826991740.4,-23364353,-434259424.75,565558394,13168121602.948,504774430,11635288076.321,102351655,1998024453.449,91970087,1758493148.57,906369,25356257.66,2557154,70701358.55,0,0.0,0,0.0,30052416,950859298.298,65821339,2004090646.68,11119097,256452687.4,21500568,495981644.879,32329150,1231833664.0,55693406,1666090741.35,3225998,160898651.65,3226095,160900999.05,60783964,1532833526.627,10381568,239531304.879,-1650785,-45345100.89,0,0.0,-35768923,-1053231348.382,-10381471,-239528957.479,-23364256,-434257077.35,-97,-2347.4
18-12-2024,400764158,9954085439.089,396501833,9981022189.066,4262325,-26936749.977,526847,15410303.55,890326,20326815.76,-363479,-4916512.21,69571653,1737561215.65,72147817,1704481661.51,-2576164,33079554.14,31044372,1034210374.148,32367054,1035436666.098,-1322682,-1226291.95,319788867,7322298200.947,310225709,7160388352.214,80975291,2631787238.138,86276124,2820633836.85,526847,15410303.55,890326,20326815.76,0,0.0,0,0.0,19297765,676943424.25,25624772,787965560.82,50273888,1060617791.4,46523045,916516100.689,22716242,819035422.848,25588914,865006622.799,8328130,215174951.299,6778140,170430043.299,9563158,161909848.733,-5300833,-188846598.712,-363479,-4916512.21,0,0.0,-6327007,-111022136.57,3750843,144101690.711,-2872672,-45971199.951,1549990,44744908.0
17-12-2024,377806347,9321008545.286,349006114,8519866060.243,28800233,801142485.043,736719,21756157.35,704104,21706126.01,32615,50031.34,62827751,1544536576.48,78485905,1676755155.499,-15658154,-132218579.019,30249530,1184019438.248,43424224,1852993375.594,-13174694,-668973937.346,279020191,6833424683.555,260117993,6157750787.872,98786156,2487583861.726,88888121,2362115272.368,736719,21756157.35,704104,21706126.01,0,0.0,0,0.0,21534651,810160518.48,27238475,813454672.239,41293100,734376058.0,51247430,863300483.26,26293230,1039598128.347,39524219,1712027901.594,3956300,144421309.9,3900005,140965474.0,18902198,675673895.683,9898035,125468589.358,32615,50031.34,0,0.0,-5703824,-3294153.759,-9954330,-128924425.26,-13230989,-672429773.247,56295,3455835.9
16-12-2024,426173829,10146355774.842,403736905,9656995635.75,22436924,489360139.092,601826,17516023.1,884887,20689920.25,-283061,-3173897.15,51311452,1399727037.68,66115558,1684323045.52,-14804106,-284596007.84,35317509,1235426498.6,42667266,1437016732.698,-7349757,-201590234.098,301180237,7149626559.251,293689418,6988036584.609,124993592,2996729215.588,110047487,2668959051.139,601826,17516023.1,884887,20689920.25,0,0.0,0,0.0,29985452,990962037.68,31622758,1000717020.57,21326000,408765000.0,34492800,683606024.95,28573764,1047403379.9,34144216,1196064474.499,6743745,188023118.7,8523050,240952258.2,7490819,161589974.642,14946105,327770164.449,-283061,-3173897.15,0,0.0,-1637306,-9754982.89,-13166800,-274841024.95,-5570452,-148661094.599,-1779305,-52929139.5
13-12-2024,378092986,9057019233.196,359516483,8743157684.328,18576503,313861548.868,419506,15832825.92,1189384,31501681.2,-769878,-15668855.28,36898069,998020400.65,52833885,1282962261.48,-15935816,-284941860.83,36088334,1329262363.05,37959143,1342513195.8,-1870809,-13250832.75,319715215,7678922012.496,307327596,7398814051.851,58377771,1378097220.697,52188887,1344343632.478,370206,14477075.92,1189384,31501681.2,49300,1355750.0,0,0.0,21800069,672461460.65,26690711,824004162.26,15098000,325558940.0,26143174,458958099.219,26053559,1072485732.1,32731358,1184026385.85,10034775,256776630.95,5227785,158486809.95,12387619,280107960.645,6188884,33753588.219,-819178,-17024605.28,49300,1355750.0,-4890642,-151542701.61,-11045174,-133399159.219,-6677799,-111540653.75,4806990,98289821.0
12-12-2024,461983672,11240201406.775,451876269,10850470492.059,10107403,389730914.716,1335394,46372682.2,1910805,56461811.29,-575411,-10089129.09,35866493,1098877082.74,39251998,1193267487.249,-3385505,-94390404.509,28492738,1092243269.599,34639225,1377494650.709,-6146487,-285251381.11,401040481,9613605372.886,393713901,9303672074.069,60943191,1626596033.889,58162368,1546798417.99,998394,36953182.2,1910805,56461811.29,337000,9419500.0,0,0.0,32480248,998364092.74,32907935,1013240457.35,3386245,100512990.0,6344063,180027029.899,26966438,969482751.599,32952920,1245031056.709,1526300,122760518.0,1686305,132463594.0,7326580,309933298.817,2780823,79797615.899,-912411,-19508629.09,337000,9419500.0,-427687,-14876364.61,-2957818,-79514039.899,-5986482,-275548305.11,-160005,-9703076.0
11-12-2024,505264610,12529590350.299,476280071,11673198543.737,28984539,856391806.562,1050354,33245051.85,1135000,39744297.05,-84646,-6499245.2,51178655,1294150894.097,69921345,1955005386.85,-18742690,-660854492.753,41695916,1428793133.9,51853119,1617831202.5,-10157203,-189038068.6,409733150,9791931331.488,383760056,8946316065.573,95531460,2737659018.809,92520015,2726882478.16,1050354,33245051.85,1095000,38712297.05,0,0.0,40000,1032000.0,27245055,791790545.697,44951500,1409511882.0,23933600,502360348.399,24969845,545493504.85,35428616,1168605555.5,43650619,1391032239.9,6267300,260187578.4,8202500,226798962.6,25973094,845615265.915,3011445,10776540.649,-44646,-5467245.2,-40000,-1032000.0,-17706445,-617721336.303,-1036245,-43133156.451,-8222003,-222426684.4,-1935200,33388615.8
10-12-2024,523492099,12148351662.346,505665657,11850476872.357,17826442,297874789.989,1913252,43010753.98,2461081,59547421.45,-547829,-16536667.47,39871520,1204944942.057,49608571,1367934704.059,-9737051,-162989762.002,29233084,1016144721.949,36774646,1134493082.46,-7541562,-118348360.511,415183948,9853622902.494,398786475,9470862578.555,108308151,2294728759.849,106879182,2379614293.8,1883252,40130753.98,2461081,59547421.45,30000,2880000.0,0,0.0,23292263,801614092.757,27854635,963368369.709,16579257,403330849.3,21753936,404566334.35,22332084,816951452.949,33589356,1018540832.46,6901000,199193269.0,3185290,115952250.0,16397473,382760323.939,1428969,-84885533.951,-577829,-19416667.47,30000,2880000.0,-4562372,-161754276.952,-5174679,-1235485.05,-11257272,-201589379.511,3715710,83241019.0
09-12-2024,612695343,13923611938.698,607073365,13451423623.937,5621978,472188314.761,1847275,24563859.33,1851118,57652036.59,-3843,-33088177.26,75188726,1837185147.338,80160255,1828293532.06,-4971529,8891615.278,33069490,976448369.7,33716096,1424440122.477,-646606,-447991752.777,481704480,10820881565.326,482031629,10513658001.417,130990863,3102730373.369,125041736,2937765622.52,1847275,24563859.33,1671118,53152036.59,0,0.0,180000,4500000.0,34213726,1100383407.338,35656128,1080867041.21,40975000,736801740.0,44504127,747426490.85,28689190,849602722.9,27095796,1147754475.676,4380300,126845646.8,6620300,276685646.8,-327149,307223563.909,5949127,164964750.849,176157,-28588177.26,-180000,-4500000.0,-1442402,19516366.128,-3529127,-10624750.85,1593394,-298151752.776,-2240000,-149840000.0
06-12-2024,544799968,13867550128.509,564806937,14512446844.237,-20006969,-644896715.728,1414255,37350024.2,1656300,55949317.3,-242045,-18599293.1,43728438,1383311156.45,42426141,1095513918.03,1302297,287797238.42,71035586,2353045812.374,52088869,1977347041.975,18946717,375698770.399,475813645,12318167622.922,509851026,13114218713.896,68986323,1549382505.589,54955911,1398228130.34,1414255,37350024.2,1656300,55949317.3,0,0.0,0,0.0,37807438,1247263536.45,22664729,809753642.78,5921000,136047620.0,19761412,285760275.25,50680528,1734373795.999,31543811,1357233305.6,20355058,618672016.375,20545058,620113736.375,-34037381,-796051090.974,14030412,151154375.249,-242045,-18599293.1,0,0.0,15142709,437509893.67,-13840412,-149712655.25,19136717,377140490.399,-190000,-1441720.0
05-12-2024,715101439,16911793677.296,775814303,18763967398.217,-60712864,-1852173720.921,1417453,43024306.65,3330318,74994227.25,-1912865,-31969920.6,68129389,2107175475.287,36283782,921277248.469,31845607,1185898226.818,63757090,1959622738.9,32976968,1261377324.199,30780122,698245414.701,650103540,15232129511.507,713608785,17127583557.915,64997899,1679664165.789,62205518,1636383840.299,1267453,37423306.65,3220318,72154227.25,150000,5601000.0,110000,2840000.0,65959389,2065528112.287,31534401,844225362.98,2170000,41647363.0,4749381,77051885.49,62662990,1838567321.0,31629868,1129685103.299,1094100,121055417.9,1347100,131692220.9,-63505245,-1895454046.408,2792381,43280325.49,-1952865,-34730920.6,40000,2761000.0,34424988,1221302749.307,-2579381,-35404522.49,31033122,708882217.701,-253000,-10636803.0
04-12-2024,477622947,11754230646.353,443163944,10837129343.185,34459003,917101303.168,1481789,40394147.01,801937,30780197.2,679852,9613949.81,29065434,1134530834.27,45978601,1399348241.2,-16913167,-264817406.93,27118154,996184356.199,45343842,1658082202.249,-18225688,-661897846.05,419137876,10158811804.835,391221893,9327584414.063,58485071,1595418841.517,51942051,1509544929.12,1281789,35274147.01,801937,30780197.2,200000,5120000.0,0,0.0,23452475,977702093.57,34132527,1159030913.1,5612959,156828740.7,11846074,240317328.1,21630054,773887019.499,39345837,1428279540.549,5488100,222297336.7,5998005,229802661.7,27915983,831227390.772,6543020,85873912.397,479852,4493949.81,200000,5120000.0,-10680052,-181328819.53,-6233115,-83488587.4,-17715783,-654392521.05,-509905,-7505325.0
03-12-2024,550571946,13067330995.227,528731672,12571180513.309,21840274,496150481.918,1361385,35141881.95,848587,24458066.3,512798,10683815.65,49031114,1299191523.479,64242806,1569001201.789,-15211692,-269809678.31,34656984,1225579633.0,41798364,1462604252.249,-7141380,-237024619.249,380121007,9347715138.795,365499213,8937557632.426,170450939,3719615856.43,163232459,3633622880.879,1361385,35141881.95,738587,21422066.3,0,0.0,110000,3036000.0,28287428,963848571.879,36540640,1151853274.639,20743686,335342951.6,27702166,417147927.15,29958384,1109691897.5,36949764,1345564516.749,4698600,115887735.5,4848600,117039735.5,14621794,410157506.369,7218480,85992975.551,622798,13719815.65,-110000,-3036000.0,-8253212,-188004702.76,-6958480,-81804975.55,-6991380,-235872619.249,-150000,-1152000.0
